DU145_NCI60	EKVX_NCI60	HCC2998_NCI60	HCT116_NCI60	HCT15_NCI60	HL60_NCI60	HOP62_NCI60	HOP92_NCI60	HS578T_NCI60	HT29_NCI60	IGROV1_NCI60	K562_NCI60	KM12_NCI60	LOXIMVI_NCI60	M14_NCI60	MALME3M_NCI60	MCF7_NCI60	MDAMB231_NCI60	MDAMB435_NCI60	MDAMB468_NCI60	MOLT4_NCI60	NCIADRES_NCI60	OVCAR3_NCI60	OVCAR4_NCI60	OVCAR5_NCI60	OVCAR8_NCI60	PC3_NCI60	RPMI8226_NCI60	RXF393_NCI60	SF268_NCI60	SF295_NCI60	SF539_NCI60	SKMEL2_NCI60	SKMEL28_NCI60	SKMEL5_NCI60	SKOV3_NCI60	SN12C_NCI60	SNB19_NCI60	SNB75_NCI60	SR_NCI60	SW620_NCI60	T47D_NCI60	TK10_NCI60	U031_NCI60	U251_NCI60	UACC257_NCI60	UACC62_NCI60
X3483.TPI1	9.474978043	9.521538809	9.380640971	9.523119711	9.504908353	9.323297035	9.635963807	9.559855815	9.551202553	9.370873179	9.480349203	9.244578246	9.613720461	9.344228457	9.41123249	9.376220314	9.673458947	9.399701575	9.3140148	9.082462926	9.206005023	9.597675449	9.594671498	9.500203335	9.452504483	9.597988985	9.338419061	9.453777822	9.726105214	9.710603248	9.494792819	9.475366639	9.4039513	9.471516191	9.444139232	9.490847898	9.413640421	9.556779172	9.518241821	9.593498105	9.511746333	9.065088921	9.531585679	9.452809374	9.380661135	9.405645574	9.518345059
X3487.SEC61B	6.208987719	6.866780684	6.985376623	NA	6.805724919	7.591859434	NA	7.255396341	6.577767324	7.399752997	7.386257088	7.360883751	NA	7.289890165	6.023880697	7.606129313	NA	6.867995071	6.896348285	5.375187739	7.210721493	NA	NA	6.309067799	6.333572931	NA	6.501034331	7.415516322	NA	NA	NA	7.433773952	NA	6.918868843	7.297384136	6.638332145	7.105803748	6.090190825	7.570199121	7.016010424	6.764806501	NA	NA	5.762612354	NA	7.681619427	5.823703054
X3488.PTEN	6.468907963	6.497192293	NA	6.294785934	6.007959501	6.095528266	6.210989094	6.647485656	6.490266366	6.050153716	NA	NA	5.273470143	5.931920191	6.501823423	6.001853101	6.554609664	6.595797832	NA	5.077796515	NA	6.22333336	6.610020402	6.546224854	6.466456538	6.29674766	5.42030014	6.023111324	5.495953847	6.026122325	NA	NA	6.464632829	5.321593529	6.521515454	6.172948368	6.396978636	NA	6.812821121	7.180722511	6.600971627	6.69568819	6.471141058	6.153542594	5.639659329	5.738578472	5.569579753
X3490.GABARAPL2	8.256831251	7.679326458	6.83372174	7.875258029	7.877081546	7.560389415	7.564102481	7.062553356	7.73610195	7.719854982	7.102267043	8.275208424	7.850361349	7.719330101	7.858005188	7.627948962	7.621337134	6.936593921	7.890204739	8.03716221	8.19481633	7.461138715	7.773649418	7.845287782	7.582799507	7.472423787	7.719652986	8.026418306	7.05941865	7.648853837	7.827103923	7.413323264	7.011633204	7.441954111	7.632248174	6.801506238	7.840016736	7.57427683	7.422184267	7.225062051	8.171154802	7.715730739	6.068310631	7.685120604	7.751064788	7.346092432	7.668062374
X3492.UBE2G2	7.572147862	7.667814106	7.535643028	7.625060751	7.788930614	7.784774338	7.385939908	7.38660834	7.595248157	6.305597579	7.601408981	7.900604717	7.593146227	7.905738012	7.599001057	7.178667787	6.994700462	7.497963568	7.403167743	7.471196766	7.254835953	7.65904083	7.742131909	7.931618314	7.699700286	7.473894541	7.226073814	8.137429664	7.560898432	7.563562224	7.689949372	7.381728698	7.679069897	7.870708779	7.620384044	7.422269987	7.126578314	7.673196613	7.739579616	7.851777772	7.657457267	7.627523589	7.628760418	7.460688075	7.676283538	7.527065595	7.557766308
X3495.ACTB	8.031398839	8.122475376	8.030893893	7.840560659	7.941694619	8.075880227	7.804387894	8.238861437	8.243669966	7.937157032	8.025958788	7.821771592	8.134021453	7.986420152	7.842701448	7.922235321	7.871820068	8.097197248	7.8842593	8.225029287	7.515321729	8.212663155	7.966335377	8.106420365	8.077231542	8.076516484	7.982696461	7.886253935	8.299337631	8.210630742	8.325870606	8.315285506	7.725192923	8.088628156	7.80105394	7.980244241	8.037721047	8.292851159	8.268393746	8.298627068	8.02156512	8.144724023	8.060240082	7.742007493	8.098416382	7.872882412	7.67193722
X3497.RPS20	9.288623787	9.067586365	8.960807751	9.314460653	9.241334871	8.907974581	9.199227287	9.248720012	9.24061465	9.211895348	8.987715027	9.219073512	9.018823356	9.296444788	9.11453793	9.218424655	8.898790748	9.097058229	9.229400137	9.200402283	9.171910677	9.283788238	9.212324136	9.24626406	9.191629163	9.256541784	9.058854222	9.16082123	8.981478786	9.177145598	9.245476954	9.129326608	9.170100265	9.227632661	9.303832631	8.919264005	9.071876732	9.126924312	9.040776466	9.05899347	9.089568813	9.145690666	8.934200183	9.319431328	9.293077705	9.140846722	9.291561092
X3498.PRPS1	8.383800708	8.461318	8.081780301	8.530268851	8.439448706	8.41502895	8.435805221	8.622477904	8.391681881	8.395933696	8.396198333	8.391989618	8.527576504	8.406950673	8.382845739	8.494361589	8.003596374	8.403357071	8.473091504	8.430969617	8.558399537	8.591695256	8.102942256	8.421574891	8.197559315	8.361356263	8.611570323	8.64258358	8.389503324	8.695177814	8.434726364	8.765713969	8.50600772	8.346888451	8.268580789	8.278934729	8.809086968	8.513652872	8.497125278	8.439389165	8.657919788	8.257262377	8.423467971	8.418014374	8.672933362	8.079429148	8.391402006
X3499.PSMA6	8.765911322	8.654401153	8.633725552	8.60218241	8.736776077	8.698243065	8.679626423	8.739401034	8.579290288	8.575513473	8.658157981	8.716433437	8.636760732	8.586608758	8.556889134	8.631089841	8.560982152	8.690552807	8.346361695	8.60213368	8.696271515	8.779271831	8.750616517	8.635828889	8.791501609	8.734117982	8.734030922	8.633522707	8.802286214	8.542410821	8.60361391	8.699216577	8.68897115	8.570786688	8.580564998	8.814951605	8.71047105	8.583625406	8.682831292	8.785068756	8.576230165	8.649768144	8.552072096	8.541300519	8.694028336	8.569678507	8.638342641
X3500.S100A10	9.337416914	9.262325822	8.226295904	8.69021042	9.177436788	NA	8.979137892	9.242235296	8.776421898	8.753360773	8.509287895	NA	8.975331433	7.785217778	9.054737685	8.453011624	7.997012378	8.905553354	8.272184869	8.786042266	NA	8.935961941	9.120123536	9.001850839	9.155616153	8.619971251	8.664227833	7.633713625	9.365169193	9.073029633	8.941693944	8.578132564	8.514786192	8.611853852	8.411649644	8.895164265	8.794412632	8.928214424	8.94168634	9.22531371	8.570068877	8.906565105	8.723189037	8.891509387	9.078823517	8.033195673	8.705345405
X3501.CDC42	7.897080997	8.023088138	8.129668991	7.821513947	7.772454132	7.915393069	7.973232661	8.004101077	8.025146233	7.697547061	7.721184885	7.852868549	7.844263862	7.629452825	8.182239926	7.707178816	7.789089471	7.670416945	7.769290722	7.407710223	8.419688814	7.640085515	7.885897087	7.798007871	7.947309021	7.306639525	7.444468139	7.753055921	7.710946334	7.853163786	7.969415327	8.186004015	8.112469341	7.8426468	8.173152314	7.991581968	7.572152772	7.935373537	7.751903687	7.972309058	7.708432044	7.47746971	7.863246159	7.566234812	8.001571972	7.762867626	7.850352204
X3502.DSTN	8.483467085	9.04463583	8.030546194	8.69753222	8.396560778	8.569321393	9.081754424	8.569048253	9.400257836	8.644111664	8.638000985	8.096324549	8.615154515	8.553146568	8.902888392	8.555756104	8.876676888	8.801739854	8.602620537	8.982514056	8.218488939	8.525586276	8.910322787	8.968769756	8.810818767	8.532173408	8.545374913	8.389445697	8.927194416	8.862796402	8.850427896	8.88589765	8.930429002	8.981185529	8.762732096	8.9522415	8.617899245	8.733508763	9.506155509	8.190553933	8.504047744	9.208222619	8.768610154	8.922384745	8.603750388	8.844382198	8.783366241
X3503.GMFB	7.902684875	8.272838989	8.096702729	8.106220689	8.073452116	8.26018352	8.02464935	8.337955305	7.986838541	7.256778346	8.114907168	7.442422158	7.876129855	8.135711544	7.983760632	7.495017197	8.107964439	8.456342966	7.315478667	7.662363684	8.255541689	8.32664122	8.477488551	8.072849509	8.302252301	8.134922599	7.915309773	7.444714009	8.0970608	8.106045405	7.77895356	8.006549565	8.148983807	7.784694561	8.07090907	8.266663204	8.05396555	7.930583496	8.127120669	8.135412233	7.881521636	8.137097133	7.971868752	7.856945164	8.088476914	7.808320179	7.938316029
X3504.RAB8A	6.815371392	6.880364362	7.115441882	6.732701836	7.253304628	7.200019894	6.592404176	7.295316357	6.698147104	6.828558458	6.864374195	7.033987499	7.058331368	6.74107259	6.955414005	6.829964682	7.282056291	6.989962258	6.891857108	6.817340095	7.374636588	6.578316932	6.131131246	6.580471393	6.719149792	6.644557965	6.567080289	7.10060216	6.474903616	6.948170387	6.986347462	7.218460175	6.903453144	7.074205719	6.830259141	6.751896969	6.594251633	7.140367493	6.793561738	7.325809365	6.997680119	6.740631914	6.743750468	6.608269209	6.989151094	7.101636661	6.685608802
X3505.SPCS3	NA	7.178929295	7.596654813	6.421129464	6.789946465	7.939182501	6.97891079	7.690176165	7.185681241	7.756810178	7.202824343	7.831005735	NA	7.518567363	6.585264677	7.706018201	NA	7.546973412	7.514362758	6.553504187	7.423514085	6.75984668	6.0796147	6.078603035	6.743859521	7.528965537	6.722548816	7.947157336	6.091919316	NA	NA	7.508919398	NA	7.246933547	6.838481128	7.129479117	7.636647905	7.14215927	7.271253424	7.788888271	5.689514932	6.33181369	6.319328298	7.613130034	6.839779927	7.732695436	6.276007904
X3506.SRP54	8.035330307	7.73993151	7.86569789	7.783675771	7.850556332	7.675340209	8.008684671	7.895229677	7.74534994	7.729854101	7.832290202	7.671375602	7.871377019	7.915078699	7.559720101	7.913168901	7.946568707	7.785978367	7.803755028	7.530668193	7.589253016	8.045269944	7.890006474	7.704114984	7.960815205	7.970323668	7.894758069	7.709609107	7.670058279	7.833495175	7.664799213	7.678052934	7.842772129	7.627434284	7.874840877	7.870794939	7.935053118	7.773591898	7.804045552	7.742922011	7.737486092	7.916027368	7.630359151	7.704571724	7.956449749	7.904065138	7.895886084
X3511.RAB10	7.694430709	7.670129059	8.125558284	7.496180108	7.588295232	7.551295018	7.428189217	7.594390927	7.495437734	7.750663511	7.467111091	7.717547401	7.507217933	7.651803294	7.563796734	7.6602378	7.594364607	7.474733272	7.41435568	7.503312065	7.825979573	7.342216941	7.472211694	7.396478726	7.59884038	7.140713504	7.471500303	7.729629944	7.377571627	7.499013271	7.66522265	7.645274826	7.593220802	7.357865803	7.734231559	7.782737281	7.413234662	7.751735675	7.518691388	7.54549691	7.576347611	7.47247947	7.3896991	7.409750072	7.580581899	7.602225979	7.366249911
X3513.UBE2M	8.105983392	8.293582598	8.232141864	8.348142021	8.37974828	8.48504961	7.98207946	8.118594124	8.380635908	8.358194952	8.00310336	8.06960717	8.406207802	8.218055721	8.250629324	8.392224828	8.383741204	8.438344978	8.216709271	8.30655489	8.230004263	8.405572912	8.24874449	8.772104462	8.201245235	8.295548178	8.68234352	8.215464973	8.161032502	8.360617405	8.503390358	8.322697275	8.395019122	8.373068139	8.314342224	8.310362281	8.335681216	8.183816422	8.289933424	8.210673344	8.335853746	8.238617605	7.779291064	7.98184128	8.235226758	8.427551159	8.50199257
X3515.UBE2N.UBE2NL	8.712567817	8.662095034	8.789818971	8.873454036	8.824298255	8.781856335	8.920783607	8.870027573	8.681106161	8.758788225	8.413344738	8.871464445	9.104853901	8.940102194	8.767278814	8.679188727	8.847440379	8.934971312	8.459978509	8.741750053	8.878446042	8.803393518	9.07702099	8.856734335	8.860603364	8.737400013	8.811800427	8.88563569	8.858626198	8.794198515	8.811154861	8.753512219	9.054222174	8.536704776	8.863958163	8.888456208	8.747737765	8.723989997	8.695856196	8.823597509	8.874343213	8.883789903	8.921547803	8.765778215	8.861783037	8.380905681	8.721305647
X3516.RAB14	7.776945495	7.720311801	8.444951333	7.609367089	7.778588741	7.809905852	7.776056521	7.919207585	7.636286654	8.025343183	7.657882162	7.582714435	8.043476071	7.998181123	7.845176827	7.945990076	8.105765634	7.87340981	7.886904084	7.721904061	7.881305403	7.494976688	7.669948543	7.434015336	7.782984984	7.756074249	8.029248255	7.875126905	7.432399928	7.692341145	7.947466827	8.014702447	8.052343626	7.867900364	7.941564387	8.064965843	7.783203835	7.960803451	8.110832925	8.063439444	7.604168336	7.988970153	7.775611106	7.588359187	7.813022333	7.781152911	7.939448328
X3518.ACTR3	8.538778358	8.450654393	8.614926934	8.43278635	8.479322636	8.899903537	8.720726942	8.569972056	8.865987159	8.528881433	8.50386745	8.079422744	8.53059825	8.735718501	8.569786518	8.591518714	8.532359802	8.718484579	8.701154745	8.51417176	8.586572745	8.586324085	8.58446764	8.624373436	8.788018364	8.639936189	8.416473732	8.56369359	8.584306118	8.752904016	8.697302232	8.63414724	8.616783616	8.734030721	8.521162808	8.646529328	8.644407666	8.645526273	8.903384874	8.643013679	8.57760815	8.456359116	8.657364077	8.631698433	8.66309055	8.588378591	8.522376558
X3519.ACTR2	8.586789345	8.466208896	8.751483294	8.432162577	8.544761564	8.759252947	8.770739096	8.633788785	8.896323318	8.631885281	8.524492585	8.319221807	8.622557398	8.86613916	8.66904125	8.588851019	8.529211698	8.745876521	8.650184933	8.62837607	8.675490048	8.524363355	8.678074013	8.735764204	8.762948525	8.566762124	8.457453303	8.507829524	8.705806515	8.71594537	8.642244548	8.635586288	8.63319219	8.741863708	8.673481741	8.724772603	8.61484775	8.739362622	8.84244853	8.658452549	8.550751989	8.392116508	8.762496919	8.709262317	8.663709826	8.532254297	8.595618298
X3520.ACTR1A	8.102806078	8.159018198	8.003065935	7.929385872	7.862494294	7.880325056	8.147042	8.215968527	8.168676768	7.748722055	7.850231882	7.826373003	7.906155536	8.092166195	8.091761999	8.103188999	7.913941686	8.101828844	7.992449689	7.909683479	8.109234746	8.127666849	8.344626625	8.024021879	8.017482355	8.147191146	7.875544669	7.567665035	8.263715949	8.202653233	8.045621953	8.132331162	8.107226582	7.902152043	7.831669092	7.997473423	8.235339367	8.114025352	8.235222023	7.9666258	8.03429565	8.380429661	7.947984339	8.110356619	8.020225413	7.959629964	7.808148724
X3524.RAP1B	7.642613487	7.680867212	7.678248681	7.094608186	7.404908216	7.946409681	7.725903224	7.883788339	7.732282478	7.261934206	7.681307105	7.910082934	7.499491274	7.678379571	7.838811102	7.573229929	7.403730195	7.369721036	7.384581498	7.153781098	7.839474823	7.670090199	7.632792116	7.753897391	7.648891113	7.350597987	7.395424168	7.745635324	7.523126324	7.584196927	7.59857974	8.020796085	7.812187357	7.390396778	7.581544653	7.728126683	7.412828524	7.593967881	7.400510296	8.099516868	7.368571962	6.932465951	7.704607407	7.412336705	7.57391141	7.646356121	7.600027516
X3525.RAP2B.RAP2A	6.218766054	5.651829898	6.592128508	6.873776728	NA	6.720245547	NA	6.988552622	6.271279856	6.471878326	6.158349927	6.98795296	5.919283122	6.638096817	7.089975035	6.294532311	6.343330366	6.119480592	6.960339663	6.119376407	6.824214042	5.881305138	6.389484768	5.779841368	5.899342407	5.452738043	6.046005246	7.248909197	5.955750709	5.675328051	6.327386853	7.086225549	6.685519233	6.803738413	7.085310945	6.113190689	5.83124807	6.536373945	6.227229119	6.44911485	6.505755023	5.997584753	5.817884875	5.484183742	6.359862155	6.707859687	6.502650352
X3526.MAX	7.424186321	7.320953477	7.052917268	7.444600931	7.567740899	7.328451926	7.244414493	7.750544658	6.906196327	7.218147417	7.102333151	7.432946376	7.630386519	7.009283035	7.437990276	7.449912636	7.591883503	7.411268866	7.194116583	7.207703439	7.618171168	7.270982857	7.458015495	7.104140895	7.462318893	7.403746931	7.40925993	7.351055676	7.27333788	6.968799159	6.74382745	7.275385328	7.432292533	7.15027392	7.394371659	7.193282304	7.103396882	6.86700962	7.331517309	7.374874481	7.49160783	7.108573643	7.278625791	7.066542981	7.001681288	7.363431762	7.43604627
X3527.RPS3A	9.079422766	8.874748419	8.969096374	9.208412236	9.142178859	8.955104129	9.097768447	8.972961896	9.154565859	8.9562667	9.005175182	9.148034084	9.087186404	9.044632815	9.038178917	9.03383889	8.907407925	8.908208609	8.889112404	8.987548288	8.920594388	9.105103308	9.162622926	9.089098392	8.957770989	9.051059275	8.899855345	9.032556846	9.106558977	9.061918045	9.108533023	9.064448399	8.979953858	9.016463336	9.132785373	8.927453273	8.840690061	8.995704348	8.934917403	8.987468411	8.933352669	9.042688231	9.011678697	9.121017945	9.178088194	8.916334128	9.048488409
X3528.RPL26	9.370623164	9.045870653	9.068102802	9.366919143	9.320450864	8.758473398	9.168091724	9.067365644	9.241635479	9.255627897	9.192716303	9.31394035	9.247880178	9.135111023	9.217403437	9.188405879	9.021777527	8.970550132	9.066316342	9.187766628	8.848116747	9.202186715	9.304023827	9.293477536	8.902298869	9.052174387	8.908718474	9.063694777	9.178995396	9.106340016	9.222775125	9.134596693	9.13027737	9.186609668	9.298471693	8.994440844	8.970733748	9.065515987	8.802019873	9.073507585	8.998310203	9.051622777	9.192194218	9.325873705	9.373570079	9.054331724	9.263523133
X3529.PSME3	8.390363142	8.43202506	8.3956035	8.658520868	8.537014283	8.497834085	8.512185463	8.454135963	8.252289153	8.407918559	8.285830501	8.60198707	8.560149802	8.751068287	8.443142831	8.52383933	8.358831662	8.500373529	8.428742586	8.161052584	8.685184048	8.535153667	8.263287092	8.541014447	8.35428778	8.738963907	8.214547706	8.648352486	8.035960075	8.462265475	8.622597828	8.094264056	8.720880502	8.317541232	8.527977427	8.383991461	8.245897206	8.425551062	8.196261913	8.310160472	8.53633644	8.507498522	8.462210475	8.429310526	8.487590797	8.437409715	8.537296341
X3530.RPL15	9.193118218	9.085462758	8.943811078	9.303966698	9.203498854	8.782041133	9.169192412	9.088977964	9.170522271	9.077305962	9.079395226	9.111856531	9.140838299	9.045950174	9.092439623	9.131853357	9.055509683	9.027420789	8.994506649	9.151759104	9.215934037	9.236533004	9.166431249	9.106785095	9.075447212	9.180697135	9.032643725	9.135314154	9.149134764	9.196325632	9.215002562	9.16615243	9.110851581	9.120615101	9.107815856	9.060899459	9.007575203	9.189764021	9.061144116	9.04668521	9.073236119	9.086079239	9.103882651	9.197243556	9.236140816	8.951304227	9.094986467
X3531.MAGOH	8.431209236	8.61956088	8.565333982	8.536356174	8.599202556	8.407934093	8.507188774	8.404754175	8.317092368	8.458883038	8.38727009	8.404340842	8.489943724	8.447729423	8.469891939	8.487192413	8.310031239	8.36378066	8.325533868	8.664739806	8.715388521	8.480272216	8.522342879	8.595455256	8.36970615	8.460249331	8.366896852	8.459081625	8.435892263	8.581444096	8.456006212	8.453912474	8.423786773	8.318843146	8.236415827	8.417292784	8.53781584	8.408307353	8.281960764	8.476156273	8.654884145	8.342147124	8.634294072	8.335829315	8.643466391	8.26154698	8.53497499
X3532.RPL27	9.339246254	9.059789252	9.055734639	9.445466635	9.399758982	8.847165018	9.266131738	9.162898081	9.377697459	9.015225615	9.276989819	9.255813239	9.255487724	9.10626984	9.277449898	9.062179213	9.35948179	8.974988145	9.108285193	9.256448495	9.053976841	9.383913954	9.369466543	9.195485138	9.1394388	9.143964402	8.989339907	9.244574665	9.305936687	9.303473878	9.440478918	9.285926796	9.17846091	9.157565336	9.317296319	9.123574862	9.010832852	9.208970805	9.03336546	9.10783942	9.245193595	9.233298697	9.294374411	9.318945554	9.33774796	8.970486741	9.206076685
X3534.ATP6V0D1	7.31288031	7.532142843	7.552221301	7.603075741	7.4662784	7.840233498	7.272533086	7.488872676	7.412262026	7.492276256	7.815639539	7.74515574	7.677273685	7.581488255	7.826431692	7.453598611	7.512144624	7.452664617	7.829042801	7.432960868	7.308107968	7.68358233	7.440139397	7.701940665	7.909900717	7.716852252	7.399785655	7.877202081	7.405020479	7.403932746	7.827235789	7.479130693	7.841280874	7.926065561	7.887036675	7.862365094	7.454778148	7.404778733	7.376030492	7.541141966	7.543772825	7.868398646	7.502136961	7.649517329	7.479882078	7.984909264	7.870875721
X3535.PCBD1	8.487571296	8.495791694	8.622004046	8.404170513	8.468900748	7.227315824	6.523935103	8.540527722	6.170575648	8.684626426	8.612525062	7.684382948	8.777159595	7.392330027	7.304421942	8.027791859	8.25900167	7.930658672	7.733936111	7.730830993	6.370472206	7.605290905	7.735515115	8.778839989	8.395272047	7.995275888	8.71474979	7.078699137	8.553359675	6.84976086	NA	6.301868609	6.794343173	7.223323724	7.59281361	8.405406396	8.308358089	7.717187449	7.043981898	7.828748262	8.938313645	7.694231525	8.588299205	7.997607154	7.638004232	7.432268909	6.552773804
X3536.RPL37A	8.799704701	8.872597227	8.786448849	9.128404208	8.909735349	8.480796764	8.914931544	8.841963373	8.952297056	8.921181518	8.907748139	9.026873462	8.981176202	8.886255391	8.936727258	9.094961971	8.950953639	8.815801644	8.875098806	8.906939211	8.916220942	9.131389737	9.045406022	8.992356304	8.811973185	9.063331637	8.793105632	9.105748657	9.151627961	8.977865051	9.083382533	9.117452412	8.916132752	9.021963754	9.010105511	9.002741261	8.839044516	9.075930627	9.00580247	8.985088496	8.893051981	9.049970894	9.036529808	9.058747417	9.023633298	8.900482245	9.006787358
X3537.RHOA	8.220715023	8.329039639	8.22256145	7.883568463	8.121011422	8.206686826	8.103432864	8.488033842	8.410099788	7.980440609	8.16104337	8.283274966	8.152406767	8.325744349	8.35554881	7.641782466	7.619720043	8.481770689	8.144217464	8.173774844	8.554563353	7.895790002	8.054612432	7.849755709	8.234042172	7.9753297	8.106925415	8.096156655	8.179738634	8.371907876	8.313998898	8.666779915	8.452950432	8.329379321	8.707240627	8.43835646	7.818934447	8.454966234	8.373896091	8.172371941	7.836318978	8.088047735	8.174167703	8.231192377	8.279148203	7.806872089	8.453444014
X3541.HSPE1	8.830548261	9.266186243	9.566696837	9.409965181	9.438496654	9.34733593	9.218598844	9.582224069	8.829227632	9.362616672	9.529378846	9.323141173	9.638646144	9.460933393	9.008183218	9.035452822	8.999834839	9.141586946	9.222427046	9.260248958	9.41493681	9.037740813	9.143323416	9.135118693	9.25017275	9.274880237	9.436931147	9.767652717	9.572547539	8.725154321	8.561707637	9.248974373	9.088219607	9.524188407	9.08168677	9.342261887	9.166394103	9.351956841	8.943116097	9.45952502	9.269187781	8.793420635	9.424603614	9.312840059	8.92644609	9.209024573	8.862649513
X3542.SEC61A1	6.345831978	6.56892707	6.622469141	5.91307695	6.682474941	6.960380623	NA	6.762400821	6.527670231	6.429221528	6.75813795	6.560018511	NA	6.421973295	6.475273989	7.04795666	NA	6.372790006	6.47061267	5.529833839	5.678487936	6.001608433	6.346468551	6.27464733	6.267852959	6.377136795	6.175613913	6.755369972	6.056401645	NA	6.373128988	7.19407966	6.645238715	6.524138801	6.817604441	6.236614375	6.553940718	6.398276301	6.794129833	6.639527333	6.094997937	6.225485017	NA	6.41037227	6.019806277	6.882268828	5.831564506
X3545.STXBP1	7.213657419	7.059437881	6.358221023	6.860151606	7.03340511	7.63139934	7.194620865	7.016696452	7.196197606	6.489019367	6.790744845	6.885594083	5.283562697	7.481971661	8.278235359	7.786792938	6.756138178	7.241778679	7.937181935	6.941898254	6.593523133	6.844044712	6.13275727	6.867162004	6.758722271	6.771568957	7.262637654	7.421305352	7.228334327	7.584833489	7.395822753	7.017284756	7.555961277	8.110189499	8.056977347	6.861735897	7.583545509	7.100731523	7.670932823	6.952109724	7.451304479	6.141171306	6.816196253	6.929893036	7.001681288	8.079652474	7.742624201
X3546.B2M	8.65136999	8.551009298	NA	8.011633951	NA	8.713773157	8.278651627	8.860193006	8.515878168	8.324034533	8.504116498	8.06527555	8.566687711	8.6175729	8.563551009	8.306053747	7.269948922	8.916621124	7.930489097	8.46772945	8.383168052	NA	8.044265842	8.374485554	8.96600464	7.307075506	8.387706776	9.203213973	8.806497713	8.449073831	8.759241062	9.262138175	8.397094805	8.380957447	8.327643789	8.735905968	8.580566165	8.955242502	9.398423425	9.391737879	7.945399504	8.196141915	8.509176558	8.553887018	8.871975189	7.904488649	7.862553864
X3553.SUMO2	9.064482214	8.843287111	7.293214549	8.95310042	8.923149374	8.916478996	9.059220066	9.038002376	8.869187907	8.647822861	7.003808889	8.850300513	8.425379741	8.833291253	8.874095919	8.874215387	8.971178696	9.079863572	8.932272422	9.144230799	9.196632308	9.069581787	8.911502321	8.780555228	8.795044984	9.02099561	8.395930328	8.96218802	8.233319862	8.997013542	9.081802228	8.901247491	8.852184313	8.702588345	8.843296522	8.689910106	8.866683244	8.973751518	9.085320815	8.355883471	8.897035758	8.902088752	8.237465981	8.831676208	8.986970594	8.971342334	8.795701838
X3556.WDR5	7.529088279	7.490482562	7.498922707	7.820512282	7.629606974	7.733759494	7.466468631	7.358470336	7.297876367	7.687278036	7.673153207	7.735854619	7.593696499	7.838603615	7.443757496	7.799393627	7.644515231	7.516230571	7.599949591	7.502136358	7.629113753	7.629338458	7.559722594	7.423607855	7.214131478	7.688018136	7.594054284	7.952267398	7.457871834	7.653170821	7.500057239	7.543055933	7.464208528	7.627264783	7.582589103	7.66391634	7.363845755	7.414830848	7.671751142	7.756764672	7.614857276	7.676821555	7.685905826	7.545617642	7.318857388	7.386669265	7.535618548
X3557.AP1S1	7.689437002	7.51691725	7.719563075	6.952710599	7.452188236	7.307741202	7.450200454	7.455421493	7.233516306	7.609653316	7.293857323	7.366287704	7.631307107	7.312020179	7.28506431	7.575855912	7.918439107	7.325708165	6.856498615	7.418652517	7.352977676	7.249317351	7.393415062	7.67616611	7.51346524	7.525553546	7.195323205	7.52753838	7.409569536	7.138543106	7.629140143	7.113373156	7.355224191	6.942483892	7.528888125	7.076679978	7.410721111	7.311098044	7.13852772	6.703449444	7.501439291	7.836307131	7.523567921	7.52754784	7.127620808	7.183919772	7.17770085
X3562.YWHAG	8.416036277	8.495353884	8.580574726	8.39592908	8.316096678	8.420398278	8.408071682	8.559221327	8.41406332	8.514397068	8.40578565	8.475868095	8.741963501	8.304832901	8.389640992	8.501714482	8.63139428	8.36019221	8.385655519	8.23414549	8.263837904	8.376105556	8.572822228	8.348306103	8.429435044	8.326584036	8.552937857	8.591236614	8.550043065	8.363457477	8.795464597	8.603794454	8.409776842	8.110189499	8.598469497	8.616131885	8.257444254	8.576513633	8.480967699	8.582940953	8.520068991	8.495920903	8.60149443	8.53283248	8.346844423	8.432186292	8.452420394
X3563.USP46	6.163537193	6.145304737	6.400676433	6.42322817	6.166128591	5.29436485	6.20063837	5.66272854	6.185500785	6.206916447	6.472443579	5.526578308	6.313462051	6.265373176	6.147348643	6.1574848	6.348727197	6.379226826	6.272880803	5.845720427	5.839842277	6.371473556	6.306313547	6.180008305	6.240944171	6.268485571	6.555772039	NA	5.727449499	6.371847953	6.270190151	5.795108446	6.173748655	6.016649584	6.226838887	6.328758453	5.963153161	6.429078531	6.034656443	6.05730928	5.902976024	6.083579895	6.270027681	6.050102069	6.125845109	6.067540267	6.30844598
X3564.RRAS2	6.786069365	6.832971565	6.729021214	6.133134386	6.562353176	NA	5.990491666	6.911336169	6.620278572	6.600110264	7.213342845	6.679787014	6.482444272	6.605270354	6.193313817	6.800865161	5.49124061	6.658100784	NA	NA	6.551459379	6.824849489	6.556695861	6.441553452	6.602775793	6.194972213	5.85919183	NA	6.590356727	6.774891643	6.405440574	6.668335395	NA	NA	5.831102421	6.964869949	6.741947415	6.186357278	6.454764873	5.964913346	6.563173819	5.942948053	6.277304491	6.559333345	6.011266206	5.880812566	6.180112036
